ABC: 9.189320
ABC: 26.283941
ABC: 57.618969
ABC: 1.340835
ABC: 1.340835
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 2.067050
ABC: 9.790538
ABC: 2.019875
ABC: 67070.044968
ABC: 475.288878
ABC: 4666.323355
ABC: 67070.044968
ABC: 475.288878
ABC: 4666.323355
ABC: 67070.044968
ABC: 475.288878
ABC: 4666.323355
ABC: 14.860148
ABC: 9.380533
ABC: 21.614748
ABC: 14.860148
ABC: 9.380533
ABC: 21.614748
